Region,Rainfall,Temperature,Soil_Moisture,Soil_pH,Nitrogen,Phosphorus,Potassium,Irrigation,Crop_Area,Fertilizer,Pesticide,Sunlight,Humidity,Altitude,Wind_Speed,Groundwater,Crop_Diversity,Mechanization,Yield_Variance,Avg_Yield,Date
Rajasthan,-49.48830661738383,30,30.575674796541545,8.0,48.679115189909,26.581287815320003,30.113731758958828,42.86881830200508,3450.152371450859,140,8,,39.13298079180774,329.47429668730894,15,23.033998587642206,0.5,0.6210823334852044,0.3041551441360657,2.6301502934362033,2023.03.01
Gujarat,615.9688146619943,29,36.161718410995206,14.5,48.75731410628023,29.73488724781067,31.895078748147455,59.81551193573583,3524.067470907905,150,8,9,49.59399426855981,206.54215293317944,13,20.82415020436047,0.58,0.6497076124910008,0.2845590754828243,3.0509198819281287,2023-03-01
Himachal Pradesh,1246.1975843306818,,49.35563773648811,6.5,59.8840562219041,29.895889236149433,31.56527964265777,51.53885194670762,1915.9730718375245,140,7,7,66.83382035457103,1194.6322889225914,6,10.005257192128488,0.75,0.617794024366862,0.14546691339621376,3.09206963458926,2023-04-01
Punjab,651.5082365871485,24,48.136832017749796,7.2,81.7157082097327,37.683117897851155,43.86725824139857,103.18572365596123,4167.952146792249,9999 INR,12,8h,66.30167266480419,274.68623775208414,10,16.597701375081392,0.75,0.8697029892238334,0.1564974950379942,4.297472554535086,2023-01-01
Jharkhand,1181.4508874166816,26,51.29202769812105,6.7,72.8597404401623,32.910809865297075,35.595471866813334,51.97114208582478,3471.521179769272,160,9,7.8,68.11532855558525,259.67103750508784,fast,17.004782576208736,0.66,0.5867446666338538,0.23999421763434275,3.4759705029263728,2023-04-01
punjab,636.6428893493623,,44.89753657232861,seven.two,79.7989994386564,39.814088150686814,42.56554397813801,93.0381166062359,4090.0715357631307,9999,12,8 hours,60.887479434473775,235.0269967468314,10,15.513668603737003,75%,0.810677296914037,0.14686733269353322,4.481798799081168,01/01/23
Uttarakhand,,22,51.84039346845314,6.4,57.400489417404245,31.505216888426187,31.792818272171292,52.621444411790904,2240.534809279638,price not available,8,7.2,65.1507673195789,1017.231480851796,7,12.461873095221527,0.76,0.6407952457487719,0.17022207075137843,3.116190250446837,2023-04-01
Uttarakhand,,22,55.24787295511062,6.4,58.932265174576706,31.22816694831682,33.59004101003186,52.993227569913344,2364.112021245588,price not available,8,7.2,66.29687565521378,1028.279591390965,7,11.192374374537202,0.76,0.7085435609726791,0.1630724298428366,3.246320687516315,2023-04-01
Rajasthan,-46.488458958536604,30,29.065847852625737,8.0,49.705659368262886,24.529746558084867,29.440683062326777,40.314894501218,3888.024257236185,140,8,,42.95155932159889,310.1163839527928,15,25.488833321139055,0.5,0.6351689430395839,0.3013634719687948,2.5210120268864764,2023.03.01
Rajasthan,-47.98725062481557,30,33.035136280055355,8.0,53.60513043591344,25.64671124894645,28.29782304148959,40.84108287330994,3269.3717212736547,140,8,,38.646648743678,307.95872908425144,15,25.45188538977879,0.5,0.6411281714995695,0.31898691434871995,2.4840969361492786,2023.03.01
Karnataka,718.9118184394981,27,44.03692378536774,6.8,67.38847672037123,32.411121469623,34.71328158468384,60.69401401712855,3922.4166523496524,165,9,8.5,60.837282275646565,614.6797180185384,11,,0.65,0.7397608827250383,0.21976663111670516,3.845262201582679,04/01/23
West Bengal,1523.0835449836231,25,54.787747199767175,6.5,75.97241281020419,37.29192210022526,40.54175425837243,71.85815402178926,4837.089487298057,190,11,7.5,,108.09578797830109,6,13.616923667885626,0.72,0.6564044979755862,0.18693436764001303,4.204333755494469,03/01/2023
Gujarat,535.4529844087442,29,36.8609813404136,14.5,55.16483855872038,25.641395856138654,33.42273448982473,64.7304966016726,3376.836682545869,150,8,9,47.357050626164536,192.83078203403798,13,22.560641812704166,0.58,0.719909583202159,0.2821957541121163,3.090566285846137,2023-03-01
Rajasthan,-50.125971253362586,30,27.404227135578893,8.0,49.1478862662073,22.875750581295822,31.36935967420028,38.22610510056277,3788.3871425741872,140,8,,44.10405937643386,290.89689374913394,15,24.970457271382518,0.5,0.5206411908250632,0.33013250411584216,2.4845195171601584,2023.03.01
Uttar Pradesh,934.2499395403769,26C,49.97679183497347,6.8,70.12242872482257,34.84224134768677,41.98738921891568,71.0204692953385,5254.324533982309,one eighty,10,7.5,61.61565876199903,159.05537006320924,8,17.553854343755773,0.65,0.6698436996248743,0.19687841904392817,,02-01-2023
Tamil Nadu,847.8515063494475,29,36.83027721222821,7.0,67.42743595856255,34.06384013515158,32.76453716632725,88.93642940087373,973729.8527442989,200,12,9,63.52035925835441,205.0688537344999,9,12.022668313226037,0.7,0.7871388633751957,0.16058086659337967,3.9145085615154818,2023-04-01
Assam,2113.010949085528,25,67.59020476942663,5.5,84.35367179053267,45.23912894309823,49.17186756375985,,3007.140663088472,200,11,6,81.21162638484233,80.3401022130591,5,11.959953374619479,0.78,0.544284349772013,0.18089509489841962,3.4396394286659433,2023-04-01
Assam,2035.3091235203829,25,71.05870867837659,5.5,87.9318861599605,48.195763779313474,48.73697159556146,,3184.728155217386,200,11,6,90.57334175243305,81.22044521262768,5,11.327456274375995,0.78,0.5428709314068916,0.17260870398863642,3.699082633752347,2023-04-01
Odisha,1244.6372362291456,27,62.23458045150366,6.6,81.60275099823266,37.756171240249444,742.4141456441969,67.98036366070515,4038.2279133519264,180,10,7.8,73.91727338935021,126.77190871246374,8,14.691240452637551,0.7,0.6132424657676141,0.237264396542766,3.8666713316935564,2023-04-01
Telangana,752.9408544772893,29,44.029572872785366,7.1,64.97991616771054,31.585770979731755,33.392909812045026,65.11603482309071,4114.932511195733,170,9,8.7,54.826451609395825,290.9798818555161,10,19.525896770983177,0.63,0.6779569898035198,,3.2718429085775855,2023-04-01
Assam,2032.1804376734606,25,69.47576387108235,5.5,89.46296914978564,43.9562829847141,51.3961328850185,,3155.909464216491,200,11,6,87.6251948983914,79.42562723190305,5,11.844477535050197,0.78,0.5709861162753522,0.1760647148064191,3.7386348116648467,2023-04-01
Haryana,611.9808701690075,25,,7.5,74.90340956430744,39.04949092662209,42.762220899210384,79.70131647305377,3803.531730363601,210 USD,eleven,8.2,57.806192260348226,248.7618387380128,11,14.887192665235803,0.7,0.8333079511303539,0.17591325809000236,4.212848976101139,2023/02/01
Punjab,578.0186074125263,24,49.851712094556405,7.2,79.34554657522608,37.12173170841881,41.68303062531057,95.67335879121735,4257.430540192425,9999 INR,12,8h,60.07595325751967,234.6558422771194,10,14.638735722102233,0.75,0.8519740685483903,0.1545493963971081,4.61323660545636,2023-01-01
Kerala,1775.2462838004467,26,64.17353097161568,5.8,86.5507146465626,39.58579304919219,44.05965822393662,71.72125166025909,3139.149894424437,210,13,6.5,85.00470888856917,-544.7716988396925,5,9.571784577831565,0.8,0.5888978305339142,0.2025722664559227,4.093934322497351,2023/04/01
Odisha,1219.1460857873801,27,59.67817500442884,6.6,81.74816941541874,37.40328551379612,805.0186957110477,62.11737575175426,4538.539390710936,180,10,7.8,72.4698555368008,126.28485584089162,8,15.280079016685649,0.7,0.6341834200353287,0.22719689964939715,3.9692505215171985,2023-04-01
Kerala,1840.514922737128,26,62.59100077071031,5.8,80.7316493920486,40.882033889255226,48.09840969110668,68.72190585512166,2953.717721547588,210,13,6.5,80.29856075001716,-522.1565178143748,5,10.035950471760719,0.8,0.5999742229009575,0.2079304658279466,4.030237717528647,2023/04/01
Uttar Pradesh,912.0901179423711,26C,51.06716990137342,6.8,73.75901074654163,36.88091955745233,38.89549022132092,68.09801435716089,5025.7683897476945,one eighty,10,7.5,59.730233004145205,155.57574764531847,8,16.97531457303764,0.65,0.7384876260779785,0.22366032611217138,,02-01-2023
Telangana,788.2469547966516,29,37.92009808846951,7.1,59.512427026708146,34.26503222149128,37.419043047053215,67.18909420366752,4084.399063676902,170,9,8.7,60.34825585218379,288.6686136285343,10,19.255560369944412,0.63,0.6965673199415139,,3.198056646914347,2023-04-01
Tamil Nadu,846.6251232119655,29,40.27284061837552,7.0,71.17523832703759,34.41729416824008,36.36686740022709,83.45289383612047,877647.8608241997,200,12,9,64.77499928130848,205.7519695428448,9,11.199513763660512,0.7,0.7956599755936588,0.15304100406676985,4.313667896301139,2023-04-01
Jharkhand,1109.129919793414,26,46.24991567554477,6.7,67.29443550966882,30.22920200517138,36.135635540573325,58.47301458602178,3570.1191193192544,160,9,7.8,63.72788137755883,233.5266688720045,fast,16.202607336482057,0.66,0.6322825496906229,0.2435749293715417,3.664052459866213,2023-04-01
Bihar,1136.7856229899407,26,51.75274775741347,6.7,74.27640016187638,36.663719354190015,40.39033489799814,71.72340005716711,5372.596194480779,175,,7.8,71.24501644392323,128.3431746309008,7,16.431437529742897,0.68,0.6052399905222107,0.23610844684372048,3.642387929977872,2023/03/01
Haryana,636.6995138167154,25,,7.5,74.24648895308292,35.51727917141106,43.29936283824758,90.52923375898617,4155.2509611970945,210 USD,eleven,8.2,58.419442630397604,233.49538955887,11,13.595713691463965,0.7,0.8652146322506736,0.1852921093366656,3.9326677871924183,2023/02/01
Kerala,1726.6751189397405,26,67.61185721622508,5.8,83.25939522645498,42.33439199927872,44.94101913658454,67.85585167769571,2934.65063629012,210,13,6.5,63.10301908200502,-482.3248026098523,5,11.3384839501296,0.8,0.6191853570049478,0.22796680122894897,3.8287463941652136,2023/04/01
Tamil Nadu,787.4490380965732,29,40.10684759505683,7.0,67.47476235030543,34.19961917741915,35.27546502786542,80.66288368481246,1058078.8002121125,200,12,9,64.26181376581273,204.81945837484673,9,11.548299325134467,0.7,0.8205655377146113,0.15639440868141538,4.058575039389408,2023-04-01
Haryana,600.6072516922416,25,,7.5,72.0869758743048,41.53456603902802,39.8912177295044,97.06756891612646,4114.818435926441,210 USD,eleven,8.2,57.08978376302817,242.73690066777954,11,14.126325459555362,0.7,0.9020320750153488,0.17818721437814083,4.13168380490255,2023/02/01
Andhra Pradesh,877.0190645722777,28,42.7442873318776,6.9,74.51211137868509,35.20266973387517,35.67996902197462,75.23705063013539,4057.750888660415,185,10,8.5,63.72807089896749,152.6495447610362,9,18.412173938081505,0.68,,0.17470690542194134,3.8609034064810257,01-Apr-2023
Madhya Pradesh,883.0763698331963,27,47.305370003580656,6.9,,31.69164938612772,37.46621310681132,67.90682318381594,4679.043492947093,170,9,8,63.850081327984434,288.0689123522736,10,17.498002906931923,0.62,0.6926203310710958,0.18496397464332245,3.3554472677994376,01-03-23
Odisha,1058.9996846060415,27,54.84475995391021,6.6,82.21303601581161,38.61872891559657,823.9997682892479,66.31838481506347,4273.1410068307405,180,10,7.8,72.95941933756964,116.48710295931193,8,15.314887069701566,0.7,0.6405538742406315,0.21660294364848945,3.834511287536629,2023-04-01
Bihar,1027.3273862266292,26,54.446389732016826,6.7,67.45058029119024,37.16395393854686,37.395995438972264,66.88533752225963,4998.011030788442,175,,7.8,71.90842752790283,122.45217834692944,7,15.648641862000593,0.68,0.5449090479151453,0.25075500013477653,3.309931281677675,2023/03/01
Jharkhand,1114.6362932469972,26,50.82392581548568,6.7,71.70443175006064,32.300031938750145,37.107271566402495,57.860409941289745,3543.314238188233,160,9,7.8,73.97125265274809,250.54804985542143,fast,16.825224400381664,0.66,0.6089315374633659,0.244741996138441,3.575874093775476,2023-04-01
punjab,613.6985444011827,,47.28592766726806,seven.two,75.03520294863553,43.580916279809294,41.443996370545264,89.70995101380207,3660.702786133833,9999,12,8 hours,62.988899651469886,244.52891123209585,10,14.383066445025007,75%,0.9046898893315937,0.1496458757737442,4.578615454288848,01/01/23
punjab,630.7771650994235,,47.371257277732134,seven.two,80.79834111311555,37.59447071063382,44.47683136338101,96.13465767319431,4199.78249398539,9999,12,8 hours,57.16081843601869,232.17592655370095,10,13.90971568008602,75%,0.8513796765348974,0.1382587782728663,4.354908145611804,01/01/23
Uttar Pradesh,909.222743386609,26C,49.88919791412393,6.8,76.28360712690409,30.90560112408924,42.66578607148221,71.64486502281545,4944.620459678252,one eighty,10,7.5,60.165465204697654,151.38988901994577,8,18.46996878338418,0.65,0.6586243905099032,0.22930346778300137,,02-01-2023
Odisha,1250.3426886731884,27,59.416358127111394,6.6,77.66020857167409,37.04973588684517,819.452319824961,68.1374563927489,4246.794608355205,180,10,7.8,66.63837512121705,121.70869437249799,8,15.092338530881518,0.7,0.6170441588653595,0.23410296284644444,3.869688101448511,2023-04-01
Maharashtra,760.4477361895184,120,38.65576588902781,6.5,57.707952225459934,29.61799667651357,37.391602597370245,54.469789756622696,4119.268777902124,160,9,8.5h,55.14927038199331,422.71443407368804,12,19.434928144510256,0.6,0.6300370270007868,0.2383164814213441,3.3774700304397256,"March 1, 2023"
Himachal Pradesh,1184.7305646637253,,50.08303738680108,6.5,61.52783796219196,30.671042934852526,34.140549474439474,50.92741004705384,2122.262716855698,140,7,7,63.58986897224625,1281.4004306793015,6,9.69082641922643,0.75,0.6381075741858894,0.15823787150972907,2.9873221169215416,2023-04-01
West Bengal,1390.1677438679749,25,62.10074116593156,6.5,73.9794720858624,41.41449292371496,46.528824400932365,79.14353389589407,4581.327797889774,190,11,7.5,,102.82321908157034,6,13.882107077633217,0.72,0.6942383587382358,0.1749659596348196,3.6153706331099658,03/01/2023
Madhya Pradesh,905.6449900170763,27,50.544893295477564,6.9,,31.94695899758373,36.18218620865476,71.16209584924154,4790.120806059572,170,9,8,62.542754735643925,296.33675002809474,10,18.52996365643641,0.62,0.6550608414296575,0.20882549880152923,4.014354877022182,01-03-23
punjab,628.9282288879612,,45.11257588749614,seven.two,82.83509741082408,42.11687908066702,46.762802354702416,87.75818977609865,4251.238458584997,9999,12,8 hours,55.81194420362837,282.6175971918235,10,16.755332926181133,75%,0.830959313374658,0.15793773441711098,4.479799820059527,01/01/23
Odisha,1180.281986541797,27,57.26513538584173,6.6,76.99233255278197,37.434971039060926,727.1714652368483,69.85151240610406,4786.738914067344,180,10,7.8,77.66747663481003,117.50250544081955,8,15.142917304129167,0.7,0.6578976314623014,0.21960564806988675,3.8435316055546522,2023-04-01
Jharkhand,1072.5602536213428,26,55.56786664436651,6.7,72.70415392915773,35.093136251659175,35.207424034741855,56.00614337419869,3662.9914517952548,160,9,7.8,62.80848860428149,235.84575091643825,fast,17.627499395498134,0.66,0.607655205869704,0.23095632749751446,3.217264225310955,2023-04-01
Rajasthan,-49.55487748014091,30,30.250554416063782,8.0,47.65004135240659,23.990804321068143,30.19226647778376,36.8935028977392,3684.0389819649804,140,8,,40.05663596852701,299.2775946953984,15,26.462410738560866,0.5,0.6259308686591143,0.3324240408838887,2.699610234637321,2023.03.01
Gujarat,589.6896028130552,29,33.790046615383496,14.5,52.92043145979324,27.943168696641283,35.497500250773875,60.18674440608113,3647.149946934651,150,8,9,54.000075483913875,194.64409444971292,13,23.812383934983256,0.58,0.6516903844933819,0.30476018736519445,2.8937438893616125,2023-03-01
Bihar,1008.2239750509108,26,54.33820264792566,6.7,70.00758727536687,33.82852037511454,40.44630512885012,69.25779415203107,5643.149620840971,175,,7.8,68.58991212100197,127.97896504308018,7,15.53518044420769,0.68,0.556852117459104,0.2342761894068275,3.7220756253496994,2023/03/01
punjab,703.4776557468026,,43.07619654464374,seven.two,78.19270504654413,39.777398305075714,44.41431583619597,96.01343794816977,4062.0587817220494,9999,12,8 hours,60.06560404296887,258.3892185456967,10,13.635818363315714,75%,0.8666067993677548,0.15199148219869835,4.709766137673395,01/01/23
Rajasthan,-48.66048975745534,30,29.97658617103196,8.0,48.6161835433528,24.39705083786694,31.441944102666316,37.78577176618387,3556.0158930375273,140,8,,38.9408427474044,296.9931741627416,15,24.942296696389327,0.5,0.6033153698163841,0.2843543820387981,2.4776970077664995,2023.03.01
Uttar Pradesh,944.8260857054424,26C,52.96549241375495,6.8,71.95955931546345,35.27474048207164,40.386549693978644,68.45108307226835,4963.074508106938,one eighty,10,7.5,63.02881903008931,155.184099280438,8,18.54787335166893,0.65,0.6813092988077583,0.2242756805646362,,02-01-2023
Kerala,1802.6694902175802,26,59.321630303404746,5.8,88.29519481163881,44.33519912063911,44.31827872214399,73.23624084005225,2813.8105095445217,210,13,6.5,74.93666128689432,-474.36505939123566,5,10.43078646801895,0.8,0.5537282220184092,0.20057972629575788,3.6899099460707276,2023/04/01
Rajasthan,-50.30607271225898,30,28.72936493849151,8.0,47.184235583279666,24.691726488851852,24.13776536494665,36.84596203844761,3483.4672238279663,140,8,,36.93195792221172,277.1450337060609,15,22.97177333985416,0.5,0.5925167359239676,0.30288764354791875,2.587465468791747,2023.03.01
Odisha,1107.718312700068,27,51.71649652413364,6.6,76.75178655747298,36.63998639867701,797.7409265069446,66.61416530739676,4243.429242982341,180,10,7.8,71.85579514387108,119.19214432229471,8,15.010720703493696,0.7,0.6444454625454149,0.23008823796880187,4.083455761840493,2023-04-01
Maharashtra,696.6741490442749,120,38.7455431574059,6.5,60.817061110340276,30.10550879522738,34.35612243269569,55.3207440828523,4477.394157259356,160,9,8.5h,54.5348723203563,388.3709141787847,12,18.89748726343088,0.6,0.6936354217191101,0.24287750853292445,3.6410131355555544,"March 1, 2023"
Tamil Nadu,840.1555395485666,29,39.19370828814757,7.0,65.07687727375664,34.458381672087555,33.47523563840323,86.76971365754147,918125.7192104923,200,12,9,62.29739697006448,191.58793167699758,9,12.53018949921667,0.7,0.7437133964541678,0.1509726243840483,4.36458112243825,2023-04-01
Jharkhand,1035.1403004838658,26,52.28748424185079,6.7,74.00959261601393,34.16509593305595,36.173514388747485,55.722062588459764,3702.6986196923667,160,9,7.8,69.69529201490363,258.18842390275694,fast,17.624801087993685,0.66,0.5395493612334001,0.23624647235746135,3.338327485993614,2023-04-01
Himachal Pradesh,1226.1400000694468,,48.59369891621618,6.5,56.64368452406113,27.099842213083136,34.4574690941561,48.62880597363598,1823.1330278194782,140,7,7,63.93683422276213,1022.7947415907611,6,9.331933126285618,0.75,0.6484808351311603,0.13528269882442262,3.0853901980661744,2023-04-01
Bihar,1091.965516472851,26,61.34966589364517,6.7,74.75739390155492,35.9370757509091,37.026994869534036,67.32308763929336,5297.7330143336985,175,,7.8,66.42868164330092,121.90082417076245,7,15.722591509756636,0.68,0.6227708357367676,0.24570863638940157,3.639506057032305,2023/03/01
Odisha,1186.0340748369326,27,55.49608354137219,6.6,68.97491870337848,37.515321232471216,846.8119948191683,69.3110706562352,4369.903377458691,180,10,7.8,71.07929530420705,124.94109447633319,8,14.436850680782058,0.7,0.6049312033983838,0.2081874286460855,4.246134803144998,2023-04-01
Jharkhand,1154.9514299798489,26,53.28757259183701,6.7,66.48928856077907,34.77392817610263,37.882408148812374,55.983081133495716,3446.8102329964922,160,9,7.8,71.74374382910197,224.95854038276852,fast,16.667872608414125,0.66,0.5917554119087921,0.22659624127652284,3.577420580890858,2023-04-01
Chhattisgarh,1298.570698208433,26,57.42559777272638,6.4,83.36080430720939,,43.63783590143852,61.44947436158286,4332.522933207679,175,9,7.5,74.75445792073634,191.7059349223925,7,14.004948230149,0.72,0.5411140355242469,0.20095959227782484,3.7867687860760273,2023-04-01
Karnataka,782.3858232279114,27,40.71385369975228,6.8,69.98362887268851,30.948683512825156,31.7381315279823,64.84439623040417,4159.115493622859,165,9,8.5,59.92776362277323,654.4333884922905,11,,0.65,0.7229947296976198,0.20994786524659234,3.314004653562338,04/01/23
Uttarakhand,,22,59.665960484750585,6.4,58.48713638869999,29.64770596861253,36.05706965795321,53.637307245337794,2032.528217538377,price not available,8,7.2,66.80137868814528,937.0673608804277,7,12.145349138077867,0.76,0.7131722253135108,0.1837476227403001,3.0976215197063093,2023-04-01
Odisha,1231.1441251622844,27,48.88182974249939,6.6,75.3626480249217,37.70367377187974,827.8925276727196,67.62292763265724,4183.820267958637,180,10,7.8,72.27893825845265,130.61316099803827,8,13.444357982869207,0.7,0.5774254683334628,0.21281935417514555,3.716503699548957,2023-04-01
Maharashtra,666.1154044086487,120,36.027376101134905,6.5,59.38515206115808,28.865825359903507,34.07323396719867,52.33251466169411,4572.299235161488,160,9,8.5h,56.567910623163655,412.8571005211591,12,18.921959455308397,0.6,0.616791080714776,0.25941970797190467,2.9551345867305363,"March 1, 2023"
Himachal Pradesh,1218.7246578109844,,48.01792422554773,6.5,55.628726652877006,29.449626811795795,32.76806683909814,48.816769682608694,2080.7067294666003,140,7,7,57.568173906521785,1212.5406744651043,6,10.531075217556133,0.75,0.6560104968911398,0.15312626781577068,3.1667942469174575,2023-04-01
Punjab,628.4885389941779,24,44.66711296829851,7.2,79.56226337718893,38.619736954512,44.074574996238695,92.23709914815949,4038.830141833952,9999 INR,12,8h,54.947810232944335,250.1866775319494,10,15.76371942395467,0.75,0.8046017161489972,0.15750072192066084,4.584025709401274,2023-01-01
Rajasthan,-48.38249142503221,30,30.219592604253002,8.0,50.86572205031434,24.066260575010443,32.387885643856464,43.077092645865605,3422.5375569251005,140,8,,37.970487418579005,332.7154641738818,15,23.297908672579208,0.5,0.6132695328048938,0.3047552685740107,2.472681311232651,2023.03.01
Madhya Pradesh,917.8201896505994,27,45.148846481061895,6.9,,34.09892899722742,37.44511737652409,62.20619025462035,5207.948418287767,170,9,8,64.45799796605183,327.8872564414439,10,17.301135327393265,0.62,0.6292780366196535,0.2058557570919302,3.524470152573193,01-03-23
Madhya Pradesh,804.9020321216136,27,46.33717493762079,6.9,,32.227684411652184,35.30442246640826,66.72865767427993,4686.105104146168,170,9,8,59.31126604044534,311.0578478008579,10,17.03185150203421,0.62,0.6504350385423359,0.18563830641773377,3.709383319538969,01-03-23
West Bengal,1510.2631920330764,25,59.55694499834637,6.5,80.13388500457133,37.91370592246095,40.41910864093452,69.39175446685189,4288.9571778886475,190,11,7.5,,105.08609635619545,6,14.22935292229464,0.72,0.6634766237200918,0.17364228917120678,3.9838641918343676,03/01/2023
Rajasthan,-51.1767213619292,30,30.4853496268927,8.0,49.21675044511202,25.291282786463135,31.56638093953202,37.58807932055467,3279.4334386115875,140,8,,39.62220638499891,308.13469239421283,15,24.663385183916592,0.5,0.6247329350127839,0.3107341112631466,2.6409565899976313,2023.03.01
Karnataka,785.9751238628571,27,42.54921777497193,6.8,63.12707484048735,32.17294976319314,34.71830686955839,56.89839227062458,4167.486534398956,165,9,8.5,61.458413006258944,624.6461059382788,11,,0.65,0.7670238569572743,0.23236795474002106,3.4324881288007734,04/01/23
Uttar Pradesh,881.7720838155897,26C,54.168281504235075,6.8,71.75989500877363,34.849683964163006,43.436629964784004,79.64311364362484,5200.375234871021,one eighty,10,7.5,62.69468030733843,147.233669750271,8,18.44049503839759,0.65,0.655624196923402,0.22969985939020557,,02-01-2023
punjab,609.9389213346182,,44.66269260579576,seven.two,85.30168579786314,42.51964937562191,47.74799293133172,97.76644052188507,4068.2983251257997,9999,12,8 hours,62.499139756291115,254.11750074931666,10,14.79104137440844,75%,0.8556133873850909,0.13637933704909783,4.715861085643224,01/01/23
Kerala,2022.1710622393696,26,67.61064384020254,5.8,83.84131742951361,43.962755118705886,47.44309354391454,68.56452243834919,2905.358898905967,210,13,6.5,74.88990745478358,-521.5766424346596,5,10.717449250039143,0.8,0.637991408391031,0.20581813172709368,4.347970265597206,2023/04/01
Jharkhand,1141.5729054022027,26,53.53715073578336,6.7,68.66975573747911,32.939970933565725,35.41078907625373,55.32316272757386,3423.861354538548,160,9,7.8,63.20497076554015,240.42677079532896,fast,18.603227457169034,0.66,0.580487577911814,0.24713535591453184,3.4738468855765774,2023-04-01
Bihar,1061.157496340998,26,50.049303823200994,6.7,70.40062126401794,38.27306173835975,36.742296931457,77.26884854877558,5379.826030889352,175,,7.8,68.10884785919644,131.57488807451196,7,14.628776955685606,0.68,0.5820681458751784,0.24247177066624082,3.527756418904497,2023/03/01
Punjab,690.849534678324,24,41.12952023846583,7.2,78.37743890797135,40.26060069013002,42.360242632451794,95.12084017894668,3936.4604351991793,9999 INR,12,8h,63.02985423489057,247.43092096736027,10,16.234182081511303,0.75,0.8018097663116062,0.15596149101047754,4.418333059160893,2023-01-01
punjab,662.0480744228065,,48.94461154662885,seven.two,78.60056949306816,39.09485442486314,45.88416624544466,95.00813202650777,4043.2861205398226,9999,12,8 hours,58.85852762936879,232.7782097109528,10,14.60492589361046,75%,0.8303292224649441,0.16062588738833136,4.214283405671812,01/01/23
Uttarakhand,,22,58.57312606775463,6.4,64.51223446287229,31.810932276604184,34.61885055830151,54.25015361770968,2162.919185082607,price not available,8,7.2,75.97428359112737,982.2650036853709,7,12.623977977631064,0.76,0.7266180176644728,0.1812284485657147,3.4614487663985374,2023-04-01
Karnataka,779.1476247380938,27,43.04535997915956,6.8,66.37048193966595,31.897001904426283,34.94497535266035,56.49059507578196,3934.098126289016,165,9,8.5,60.87536598580248,557.8230550622546,11,,0.65,0.778621278917233,0.212086467780871,3.446356496008846,04/01/23
Haryana,572.5245529101599,25,,7.5,77.85795872370419,38.41633767510174,40.99814668428979,89.11649037476657,3979.6580251210885,210 USD,eleven,8.2,62.337401510562735,224.87677268540506,11,14.236537638789908,0.7,0.8061494853061163,0.17601271891416995,4.117512351192718,2023/02/01
Punjab,701.6993967440034,24,43.62032142260067,7.2,73.29748994191394,39.9692533179259,46.55558857777679,93.60562887326768,4483.789856736514,9999 INR,12,8h,61.31504556608991,233.40861763028053,10,14.250585317845545,0.75,0.8437280750017049,0.14951803730334204,4.4893462078792,2023-01-01
Haryana,554.7597253997594,25,,7.5,73.19396067478283,38.57899177965826,42.6028979186696,92.24422520973002,4032.787721656927,210 USD,eleven,8.2,57.100801889872706,248.63750526282504,11,14.225524379032342,0.7,0.7460816713155543,0.17866182396385868,3.903556137937924,2023/02/01
Karnataka,771.4588653854444,27,43.37272189687565,6.8,61.7540651609505,31.09262835317015,37.22574142168365,59.382523488299746,3909.7084644252554,165,9,8.5,60.60415872763551,620.8111483696089,11,,0.65,0.7171424726120476,0.21538562487844018,3.846305867516929,04/01/23
Andhra Pradesh,921.4368185961358,28,44.54496079475133,6.9,72.15589553991596,35.672503050201705,39.37954157347168,73.00695446595705,4066.2734155546264,185,10,8.5,70.38570538537753,153.3647773428402,9,16.91632644828953,0.68,,0.19054415383882845,3.8944776489544615,01-Apr-2023
Gujarat,590.5727745875922,29,34.42603068443339,14.5,52.82876008771835,28.33095995303428,33.3579447958461,59.0808825440823,3767.2766599942456,150,8,9,51.2928526648247,200.6603849824272,13,22.364835318643735,0.58,0.6638459395096572,0.29055519914636324,3.022102582482968,2023-03-01
Punjab,641.8146144089515,24,45.63370487929395,7.2,84.19609790177017,44.51685874631744,47.527154018789666,94.73794641275602,4132.515364921018,9999 INR,12,8h,62.64691093229802,248.49728558223782,10,15.290122546757853,0.75,0.7640049960513978,0.16679375646203598,4.501924087258146,2023-01-01
Jharkhand,1170.5442638514621,26,51.765838179904975,6.7,69.12278273721259,32.91760004767019,35.323693090329876,54.942266912432544,3081.985005052818,160,9,7.8,72.15767632000377,234.214443692631,fast,17.962090869535125,0.66,0.5862983661870674,0.2558722582178731,3.5970432628976248,2023-04-01
Telangana,842.6039936865842,29,38.58042854065162,7.1,62.398652139569144,29.91973818966067,38.047769043028275,62.96131818021992,3949.547004244763,170,9,8.7,58.48580739568795,310.9972540294488,10,20.98534864355765,0.63,0.7104457960046178,,3.625458304074142,2023-04-01
Bihar,1046.8027919484002,26,55.1462066401575,6.7,68.25954108517459,34.683660319805035,38.19851961315487,68.39914816357575,4950.406445370136,175,,7.8,67.88353243172665,128.4090238656787,7,16.538752022207465,0.68,0.6081544426137033,0.21683996172314224,3.95020474414594,2023/03/01
Uttarakhand,,22,56.74765819061786,6.4,62.80113038440593,29.70935074106386,35.33875507703002,55.234174086141316,2142.750018840967,price not available,8,7.2,68.2217843525293,994.3200246233981,7,11.878014764498293,0.76,0.7055931723864594,0.16546887801896976,3.1635495454738285,2023-04-01
